timestamp,src_ip,dst_ip,src_port,dst_port,protocol,action,application,bytes_sent,bytes_received,bytes,duration,user_id,device_id,country,session_id,threat_type,rule_name,src_mac,firewall_policy_name,segment_name,reason
2025-07-14 12:14:50,172.26.22.33,122.112.177.231,18509,443,UDP,ALLOW,SMTP,8627,10434,19061,429,user_1,204cd8e6-f09c-4698-91a4-7e56709d5f67,AU,e674145a-48da-4dae-a0f5-bd3fe6d08a31,None,AllowDNS,2a:0d:9e:7d:b3:86,VPNPolicy,External,Unknown
2025-07-14 12:17:50,10.56.34.94,148.188.30.66,80,25,HTTPS,ALLOW,HTTPS,1355,5692,7047,861,user_1,0d3345ff-e502-4d04-99dd-01498f4b7db4,US,e674145a-48da-4dae-a0f5-bd3fe6d08a31,None,BlockSSH,ed:55:f1:49:eb:17,IoTPolicy,External,ThreatDetected
2025-07-14 11:38:24,192.168.66.107,180.143.90.124,443,443,HTTPS,ALLOW,DNS,9538,9340,18878,141,user_1,287b8706-3cc1-498d-9381-da4c4a90cac7,FR,6cd20dcb-161b-44a5-858b-d40592f168c6,None,CustomRule2,b7:89:b7:bf:c5:e3,CorpPolicy,DMZ,ThreatDetected
2025-07-14 11:42:24,172.28.74.148,77.209.126.74,25515,23181,HTTPS,ALLOW,HTTPS,4009,8108,12117,812,user_1,386c8abb-c7f9-428c-99df-a0e582cb0017,AU,6cd20dcb-161b-44a5-858b-d40592f168c6,None,CustomRule1,b6:6a:0b:3a:e6:a2,GuestPolicy,Remote,UserRequest
2025-07-14 11:42:24,192.168.42.136,167.140.148.23,33009,443,HTTP,ALLOW,DNS,4786,5156,9942,302,user_1,d3610752-ceae-4023-aad9-b6747d3262cf,AU,6cd20dcb-161b-44a5-858b-d40592f168c6,None,CustomRule1,2a:d0:92:0e:51:73,IoTPolicy,Cloud,ThreatDetected
2025-07-14 22:31:01,92.1.209.2,41.6.244.158,49749,53,ICMP,ALLOW,NonPublicAPI,193854,206394,400248,846,user_1,f79adc2b-247b-49a0-b6b8-da91781d615c,DE,6cd20dcb-161b-44a5-858b-d40592f168c6,BruteForce,CustomRule1,7e:97:e1:f1:c6:fd,VPNPolicy,External,ThreatDetected
2025-07-14 14:07:33,10.246.113.70,101.39.235.207,80,7320,TCP,ALLOW,DNS,10008,4903,14911,110,user_1,996d901d-41ee-4242-98b5-96f8116f3b9c,CA,c6a456db-33a0-4e07-8fc2-2c1dba917f10,None,AllowWeb,71:98:45:d0:20:01,VPNPolicy,Internal,ScheduledScan
2025-07-14 03:08:16,200.190.90.188,14.50.37.229,51245,53,HTTPS,ALLOW,NonPublicAPI,218512,200494,419006,881,user_1,b1480ec7-8718-4b0f-bc65-7681f187215a,UK,c6a456db-33a0-4e07-8fc2-2c1dba917f10,BruteForce,CustomRule1,94:bc:f9:45:d6:cb,VPNPolicy,External,ThreatDetected
2025-07-14 14:11:33,172.25.51.182,99.126.90.233,80,9585,HTTP,ALLOW,FTP,4293,3728,8021,216,user_1,2f34430b-9adc-4eed-8258-fb0fe34ea20e,FR,c6a456db-33a0-4e07-8fc2-2c1dba917f10,None,AllowDNS,51:30:8e:55:e1:14,IoTPolicy,Remote,Unknown
2025-07-14 14:10:33,192.168.235.132,169.188.118.69,443,80,HTTPS,ALLOW,CustomApp,7454,8561,16015,657,user_1,12609695-8d2e-45b4-9076-9b00c4a2f75a,IN,c6a456db-33a0-4e07-8fc2-2c1dba917f10,None,BlockFTP,5f:66:fd:dd:d5:5e,GuestPolicy,Remote,ScheduledScan
2025-07-14 08:35:49,172.25.62.134,71.185.240.109,7186,64172,ICMP,ALLOW,HTTPS,6692,5861,12553,630,user_1,ac509295-e7d9-4983-9a1a-a957de736dcb,IN,56f43425-8ab2-4610-b10d-8fe5f6e3b349,None,BlockSSH,a0:94:d7:c0:8e:8b,GuestPolicy,Cloud,Unknown
2025-07-14 03:44:33,128.43.143.9,103.204.236.36,80,25,TCP,ALLOW,NonPublicAPI,192964,238778,431742,873,user_1,4991032b-2f99-4b5f-a167-f212a5c29356,CA,56f43425-8ab2-4610-b10d-8fe5f6e3b349,None,CustomRule1,85:30:11:20:01:00,VPNPolicy,External,ThreatDetected
2025-07-14 08:39:49,172.19.206.28,198.202.42.231,44728,57945,HTTP,ALLOW,SMTP,17076,18929,36005,395,user_1,97aee4e3-3424-427e-89a1-a2571435cb47,CA,56f43425-8ab2-4610-b10d-8fe5f6e3b349,None,CustomRule1,2c:c5:48:d3:3d:4d,CorpPolicy,Internal,PolicyEnforcement
2025-07-14 08:41:49,172.27.2.38,194.172.21.111,80,80,ICMP,ALLOW,SSH,8543,8666,17209,695,user_1,3a4c213f-8e21-4474-aee1-21100e13c22c,CA,56f43425-8ab2-4610-b10d-8fe5f6e3b349,None,AllowWeb,4b:c6:ba:bb:f9:5f,VPNPolicy,Remote,Unknown
2025-07-14 12:36:00,172.30.46.96,120.95.251.93,53,53,UDP,ALLOW,HTTP,3078,1326,4404,390,user_2,afd0970d-e956-457f-937a-0dbac3f1f8b0,FR,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,None,BlockSSH,5e:92:9c:41:65:9d,VPNPolicy,DMZ,ThreatDetected
2025-07-14 12:37:00,172.18.167.98,33.165.150.156,443,12342,HTTPS,ALLOW,DNS,7897,3274,11171,64,user_2,7b38e431-7e86-4869-9f89-3a5b6fa9b0c2,UK,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,None,CustomRule2,9e:bd:b2:ba:27:e3,CorpPolicy,External,UserRequest
2025-07-14 16:09:08,162.203.17.156,144.177.20.33,53,443,UDP,ALLOW,NonPublicAPI,194450,197364,391814,252,user_2,9cf6c0ca-1b07-49dd-8700-c11a9122f990,UK,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,None,CustomRule1,28:2a:d6:87:82:c6,VPNPolicy,External,ThreatDetected
2025-07-14 12:42:00,10.154.191.56,215.213.7.201,80,43786,HTTP,ALLOW,HTTP,926,9981,10907,796,user_2,8bec9481-c330-480f-8ca5-9d7eefb5af61,AU,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,None,BlockFTP,c5:45:63:66:07:62,VPNPolicy,Cloud,UserRequest
2025-07-14 05:12:51,197.212.42.143,73.20.191.105,80,53873,TCP,ALLOW,NonPublicAPI,211789,185299,397088,239,user_2,2cd101c2-e520-4df9-82db-d34360b0a43d,FR,182c2007-86dc-45ff-beb9-32fc295253a2,None,CustomRule1,31:43:28:14:14:37,VPNPolicy,External,ThreatDetected
2025-07-14 08:51:58,192.168.68.62,223.83.227.175,21846,2655,TCP,ALLOW,HTTPS,3125,10969,14094,225,user_2,99d523b7-50c1-4d02-8119-f236d23134ea,US,182c2007-86dc-45ff-beb9-32fc295253a2,None,AllowDNS,db:14:01:f9:d6:c5,IoTPolicy,Cloud,UserRequest
2025-07-14 08:56:58,172.26.114.20,60.145.175.86,24320,56642,HTTP,ALLOW,FTP,2646,2560,5206,701,user_2,7751e785-2d87-494d-9b68-59adc5536f0d,FR,182c2007-86dc-45ff-beb9-32fc295253a2,None,BlockSSH,ce:35:7f:d6:cc:25,IoTPolicy,Cloud,Unknown
2025-07-14 09:00:58,172.22.32.26,125.137.23.36,32221,60468,HTTPS,ALLOW,FTP,10726,366,11092,539,user_2,92b4f774-56cf-428d-9363-d8fa9d9d9a11,FR,182c2007-86dc-45ff-beb9-32fc295253a2,None,AllowDNS,60:6d:8b:06:a2:24,VPNPolicy,DMZ,Unknown
2025-07-14 18:41:04,10.236.146.35,211.161.131.90,443,44273,TCP,ALLOW,HTTP,-964,15380,14416,686,user_2,95dcc400-8e13-4d95-a03c-0feaf3957fb6,CA,b959ed3f-95bb-48be-94bc-3102addcb373,None,AllowWeb,9d:bd:02:e2:84:7c,VPNPolicy,Internal,Unknown
2025-07-14 18:44:04,192.168.227.3,29.173.233.234,12459,26144,UDP,ALLOW,SSH,7893,6977,14870,396,user_2,c8575021-d485-4c1f-860a-40487c3cb0ac,CA,b959ed3f-95bb-48be-94bc-3102addcb373,None,CustomRule2,90:69:92:db:f4:97,CorpPolicy,DMZ,ThreatDetected
2025-07-14 18:47:04,10.33.34.52,48.20.230.28,80,53964,UDP,ALLOW,HTTP,5074,9726,14800,14,user_2,a249dd14-b9f7-45af-9078-49e0ce4cd35b,DE,b959ed3f-95bb-48be-94bc-3102addcb373,None,CustomRule2,a2:9c:da:82:c9:f9,IoTPolicy,Remote,ScheduledScan
2025-07-14 12:13:10,17.8.109.4,89.200.201.100,53,443,TCP,ALLOW,NonPublicAPI,201672,207114,408786,79,user_2,b0a8d77f-cfe1-46e2-9c8c-5a1e9610916e,UK,b959ed3f-95bb-48be-94bc-3102addcb373,BruteForce,CustomRule1,fb:00:43:16:9e:47,VPNPolicy,External,ThreatDetected
2025-07-14 15:29:36,172.25.71.66,213.86.1.134,80,80,UDP,ALLOW,HTTP,864,1187,2051,567,user_2,0582143d-a9c2-4bf5-bf62-47022a95a525,DE,83029ec8-9699-45e8-a6e1-011c4362fc44,None,AllowWeb,04:27:b2:58:9e:41,DefaultPolicy,Remote,ThreatDetected
2025-07-14 15:31:36,192.168.64.152,151.46.16.13,80,57770,HTTP,ALLOW,FTP,11885,1216,13101,428,user_2,45d680e7-8290-4425-9c75-10905d10deb2,AU,83029ec8-9699-45e8-a6e1-011c4362fc44,None,CustomRule2,3d:23:96:fd:b5:26,DefaultPolicy,External,Unknown
2025-07-14 15:37:36,192.168.41.208,56.60.136.152,25617,443,UDP,ALLOW,HTTP,11611,10271,21882,144,user_2,376e5259-13f6-4395-b9d2-bb1aeb7bbca0,UK,83029ec8-9699-45e8-a6e1-011c4362fc44,None,CustomRule1,63:1e:f8:5e:0c:e8,VPNPolicy,Internal,Unknown
2025-07-14 09:19:22,202.97.228.37,99.226.233.198,53,80,HTTPS,ALLOW,NonPublicAPI,197698,205264,402962,772,user_2,888b788a-d4c7-4006-8eec-d8474642e21d,IN,83029ec8-9699-45e8-a6e1-011c4362fc44,None,CustomRule1,f4:07:71:d2:4b:b5,VPNPolicy,External,ThreatDetected
2025-07-14 13:13:49,97.148.225.139,77.36.113.189,52420,53,ICMP,ALLOW,NonPublicAPI,212390,218765,431155,237,user_2,53be03f3-381a-4fc2-b5ac-ffad4f1b808f,CA,e5c7569e-3016-4f53-a791-e51002dbb617,BruteForce,CustomRule1,0c:57:e9:c0:3a:a0,VPNPolicy,External,ThreatDetected
2025-07-14 10:57:58,10.156.44.162,214.99.132.123,34967,24419,TCP,ALLOW,SSH,2427,7529,9956,722,user_2,7837d6f3-eab3-4bee-ba3d-927b52ddbf7b,FR,e5c7569e-3016-4f53-a791-e51002dbb617,None,CustomRule2,b3:d1:df:7f:7e:42,GuestPolicy,External,UserRequest
2025-07-14 10:58:58,192.168.4.181,150.174.212.214,443,443,HTTP,ALLOW,DNS,27379,102,27481,118,user_2,142cd6c8-9672-4870-a666-38900fca8bcb,AU,e5c7569e-3016-4f53-a791-e51002dbb617,None,BlockSSH,a6:f9:3b:a7:1c:6b,GuestPolicy,Internal,PolicyEnforcement
2025-07-14 10:57:58,192.168.133.197,215.152.35.11,80,9791,HTTP,ALLOW,FTP,10011,1051,11062,273,user_2,024e3a8b-9f3b-4927-9b1e-0362a65dd1b9,AU,e5c7569e-3016-4f53-a791-e51002dbb617,None,CustomRule2,a9:74:3c:fd:3b:fc,VPNPolicy,Remote,ThreatDetected
2025-07-14 16:46:07,10.197.85.83,84.214.252.236,443,11077,TCP,ALLOW,FTP,11207,7003,18210,532,user_2,e89a9e3c-6adb-4f1b-be5d-c897e94c57dc,IN,2d177c6b-ad76-4fb1-92f1-51472112e1de,None,BlockSSH,0f:44:83:50:d3:a7,DefaultPolicy,DMZ,PolicyEnforcement
2025-07-14 16:49:07,172.23.116.39,26.132.20.237,443,56029,UDP,ALLOW,DNS,5286,12899,18185,505,user_2,b3124c42-970b-444a-b54f-2cf4123fcf8b,CA,2d177c6b-ad76-4fb1-92f1-51472112e1de,None,AllowDNS,94:1a:d8:73:bc:f3,IoTPolicy,Cloud,UserRequest
2025-07-14 16:52:07,192.168.242.223,102.75.172.44,53899,32636,UDP,ALLOW,SSH,9643,6990,16633,231,user_2,ba5427ce-ecaf-4bfe-89eb-25eaa14d0f06,DE,2d177c6b-ad76-4fb1-92f1-51472112e1de,None,CustomRule2,d1:9a:ca:0d:92:e5,CorpPolicy,DMZ,ScheduledScan
2025-07-14 02:26:20,13.249.148.110,123.101.134.41,33331,64988,ICMP,ALLOW,NonPublicAPI,216058,239885,455943,738,user_2,25976ecb-ec83-4c96-8cf5-3628730398cd,AU,2d177c6b-ad76-4fb1-92f1-51472112e1de,None,CustomRule1,1b:53:bf:3b:58:fb,VPNPolicy,External,ThreatDetected
2025-07-14 08:46:45,172.23.93.44,207.171.164.148,24468,57635,HTTPS,ALLOW,HTTPS,12770,4168,16938,688,user_3,778b3bc5-5118-412c-8efc-536cf90247ed,AU,afddd989-07c3-4c8a-b7b2-071ccf79535e,None,AllowDNS,56:62:d3:f0:71:5a,CorpPolicy,External,UserRequest
2025-07-14 18:37:22,139.159.140.72,121.199.142.193,27963,20942,UDP,ALLOW,NonPublicAPI,246406,231000,477406,190,user_3,0112ef81-fa8e-466b-a56c-d157ebb5e3b1,AU,afddd989-07c3-4c8a-b7b2-071ccf79535e,None,CustomRule1,b0:35:d0:f1:8f:df,VPNPolicy,External,ThreatDetected
2025-07-14 08:54:45,172.25.228.60,158.230.37.10,12863,53,HTTPS,ALLOW,HTTP,1677,4173,5850,166,user_3,f482db1f-1490-4071-848e-24964189e6d0,AU,afddd989-07c3-4c8a-b7b2-071ccf79535e,None,BlockSSH,3c:be:84:3d:96:93,DefaultPolicy,DMZ,PolicyEnforcement
2025-07-14 08:49:45,10.26.86.238,195.106.232.213,80,80,ICMP,ALLOW,SSH,249,3252,3501,316,user_3,e3b2c454-4bea-4357-adef-5760c64868b0,CA,afddd989-07c3-4c8a-b7b2-071ccf79535e,None,BlockSSH,b1:16:4b:51:bf:31,DefaultPolicy,Internal,Unknown
2025-07-14 22:01:32,52.175.229.92,107.119.243.187,443,80,HTTP,ALLOW,NonPublicAPI,206718,236574,443292,309,user_3,ef3e0808-7c43-4078-98ec-5721e653515e,FR,9f211bff-aa17-4af0-886f-0fb92a88a1cd,None,CustomRule1,d5:39:cb:07:4d:4d,VPNPolicy,External,ThreatDetected
2025-07-14 13:21:01,172.19.205.76,66.78.210.227,80,25,HTTPS,ALLOW,SMTP,2663,4768,7431,103,user_3,062b38fa-bb18-4449-8561-2ef7ad54b379,IN,9f211bff-aa17-4af0-886f-0fb92a88a1cd,None,AllowWeb,2e:dc:a8:a1:89:87,GuestPolicy,External,ThreatDetected
2025-07-14 13:24:01,10.88.151.209,195.27.126.111,23602,22,ICMP,ALLOW,HTTPS,8476,7823,16299,149,user_3,fa4c1fb8-7adb-4923-bcc3-e0805aaf6464,IN,9f211bff-aa17-4af0-886f-0fb92a88a1cd,None,AllowDNS,73:15:03:31:4b:8c,DefaultPolicy,DMZ,PolicyEnforcement
2025-07-14 13:30:01,172.25.245.231,194.245.217.30,53,56746,ICMP,DENY,FTP,3409,2811,6220,68,user_3,580dd4f1-5041-43b8-a9d5-61c94198c011,DE,9f211bff-aa17-4af0-886f-0fb92a88a1cd,None,AllowWeb,a7:e6:9e:f3:b6:d1,VPNPolicy,Remote,PolicyEnforcement
2025-07-14 11:21:05,172.23.242.10,164.87.145.93,22,27056,UDP,ALLOW,SSH,-37,-105,-142,487,user_3,99baeeae-e961-4897-853b-0dea1925225c,DE,2d5ba570-4976-4110-8aed-3db56ef364e4,None,CustomRule1,97:1a:fe:76:20:c0,DefaultPolicy,Internal,PolicyEnforcement
2025-07-14 10:03:25,17.215.208.123,149.239.125.177,80,53,TCP,ALLOW,NonPublicAPI,222820,196652,419472,439,user_3,c5ff7afb-87da-4370-9438-9fc3077ec486,IN,2d5ba570-4976-4110-8aed-3db56ef364e4,None,CustomRule1,e8:ee:ca:d1:de:ad,VPNPolicy,External,ThreatDetected
2025-07-14 11:29:05,10.72.87.250,154.102.155.55,443,55642,ICMP,ALLOW,HTTP,10804,5023,15827,389,user_3,088f4820-cf2b-4da1-9d41-9b50e1edbdd4,DE,2d5ba570-4976-4110-8aed-3db56ef364e4,None,AllowDNS,b1:70:6e:38:0d:72,CorpPolicy,Internal,ThreatDetected
2025-07-14 11:27:05,172.23.74.36,150.118.22.35,42202,19795,HTTP,ALLOW,HTTP,4272,8564,12836,674,user_3,60b9eec7-0ad0-4d09-b7b0-06cf187eb53b,DE,2d5ba570-4976-4110-8aed-3db56ef364e4,None,BlockSSH,0d:ae:70:f1:cc:09,IoTPolicy,External,ThreatDetected
2025-07-14 09:55:56,103.10.221.199,131.78.205.137,80,443,HTTPS,ALLOW,NonPublicAPI,238355,187482,425837,125,user_3,4ee8b6ca-d3d4-4c28-8d93-0bec2437cee6,AU,9e2529d6-19e7-46d5-9b61-e694a004c623,None,CustomRule1,0d:3c:d9:e8:1e:36,VPNPolicy,External,ThreatDetected
2025-07-14 14:13:57,172.27.92.205,99.235.113.105,443,51846,UDP,ALLOW,DNS,6527,7948,14475,153,user_3,b8791526-6215-4838-a6a5-400b1490bc31,CA,9e2529d6-19e7-46d5-9b61-e694a004c623,None,BlockSSH,82:9a:d1:0f:29:c4,GuestPolicy,Remote,ThreatDetected
2025-07-14 14:14:57,172.28.149.109,142.40.31.84,19145,37445,TCP,ALLOW,HTTP,11722,7926,19648,841,user_3,a7c1bde7-049a-42b0-a71f-d2acfd7fb955,FR,9e2529d6-19e7-46d5-9b61-e694a004c623,None,BlockFTP,91:9e:09:3a:3e:4c,IoTPolicy,DMZ,ScheduledScan
2025-07-14 14:16:57,172.26.68.219,196.134.120.90,22,80,ICMP,ALLOW,FTP,13730,19613,33343,277,user_3,3c8268ae-8081-4ace-981b-b21f2dd6d837,UK,9e2529d6-19e7-46d5-9b61-e694a004c623,None,BlockSSH,45:2b:aa:58:7e:33,VPNPolicy,Internal,Unknown
2025-07-14 18:15:31,192.168.27.130,119.166.94.248,51381,53,HTTP,ALLOW,HTTP,3619,5941,9560,101,user_3,3b813683-87ca-47b9-96d5-5d79ef8b7587,AU,b675c102-29c8-471b-a0d1-26c27d071658,None,BlockSSH,9b:72:b5:f0:62:1d,GuestPolicy,External,ScheduledScan
2025-07-14 18:16:31,172.25.35.102,22.85.5.155,80,443,UDP,ALLOW,CustomApp,6497,-5,6492,123,user_3,2cfe07b5-a57c-43b8-b92e-8353d1c691e4,AU,b675c102-29c8-471b-a0d1-26c27d071658,None,CustomRule2,0c:0a:79:e3:a8:60,GuestPolicy,Cloud,ScheduledScan
2025-07-14 03:53:15,101.143.144.163,218.32.185.211,443,53,HTTPS,ALLOW,NonPublicAPI,236414,194675,431089,317,user_3,f3faa3de-b5aa-485c-a50a-7087fbb22ccb,US,b675c102-29c8-471b-a0d1-26c27d071658,BruteForce,CustomRule1,9a:10:4a:70:f0:ca,VPNPolicy,External,ThreatDetected
2025-07-14 18:24:31,192.168.10.165,115.229.102.219,443,53,HTTPS,ALLOW,HTTP,8005,7529,15534,572,user_3,5ce8c96b-255e-496d-aae8-d9403118b7c8,CA,b675c102-29c8-471b-a0d1-26c27d071658,None,AllowWeb,2b:9e:7c:59:fb:73,VPNPolicy,Internal,ScheduledScan
2025-07-14 13:42:59,172.21.97.11,218.160.250.74,34683,5731,TCP,ALLOW,HTTP,9258,1514,10772,849,user_3,e3642613-43c5-43af-be05-4429f78486ad,AU,df622799-48fd-448e-b228-6311d370e25b,None,BlockFTP,19:a0:4d:04:57:3a,GuestPolicy,DMZ,UserRequest
2025-07-14 13:44:59,192.168.94.198,132.198.135.242,80,80,TCP,ALLOW,HTTP,2803,6428,9231,421,user_3,f1bcc83b-8b49-464b-8cb1-83daee5d3ecf,IN,df622799-48fd-448e-b228-6311d370e25b,None,CustomRule1,2b:f5:61:c0:4b:85,CorpPolicy,Remote,UserRequest
2025-07-14 13:48:59,172.25.11.144,99.80.156.171,40998,59259,HTTP,ALLOW,HTTPS,24607,643,25250,578,user_3,3f2e3632-a8c9-49e1-83fe-4ee1c04fc5a7,IN,df622799-48fd-448e-b228-6311d370e25b,None,AllowWeb,93:df:90:06:c8:71,GuestPolicy,Cloud,Unknown
2025-07-14 10:49:46,25.16.181.201,186.138.13.226,57181,53,UDP,ALLOW,NonPublicAPI,218149,232649,450798,885,user_3,d3e06c73-1391-476b-9d4d-0d05ecbf3663,IN,df622799-48fd-448e-b228-6311d370e25b,None,CustomRule1,8f:05:7f:4e:83:e4,VPNPolicy,External,ThreatDetected
2025-07-14 15:10:41,192.168.70.121,163.44.11.62,80,443,ICMP,ALLOW,HTTPS,3310,4743,8053,102,user_4,ab2b919d-31f9-4576-9630-a5fc0cb5963f,CA,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,None,BlockSSH,ca:e5:ad:1f:26:ee,GuestPolicy,Internal,PolicyEnforcement
2025-07-14 15:11:41,172.27.250.97,90.90.139.39,80,53,HTTP,ALLOW,FTP,10336,1564,11900,829,user_4,ad2bdaa0-0a42-486c-a0fa-121ef3549a06,AU,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,None,AllowWeb,4f:de:39:d0:0e:1b,DefaultPolicy,External,Unknown
2025-07-14 09:34:34,91.121.231.83,36.193.178.61,5462,80,ICMP,ALLOW,NonPublicAPI,235459,209099,444558,174,user_4,27f7bad5-3dae-42bb-b282-63e6c382807b,CA,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,BruteForce,CustomRule1,5f:7b:2b:3e:a4:53,VPNPolicy,External,ThreatDetected
2025-07-14 15:16:41,172.16.88.186,83.61.109.128,24682,43608,HTTPS,ALLOW,FTP,409,7464,7873,564,user_4,1fde9ca0-e87b-4362-a226-19a0b8e67cbb,CA,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,None,CustomRule1,b3:63:b4:46:2b:98,CorpPolicy,DMZ,ThreatDetected
2025-07-14 10:37:07,10.170.169.42,34.39.205.68,53,80,UDP,ALLOW,HTTP,21312,464,21776,61,user_4,0bb3b230-4e58-440f-852a-0b970f642872,IN,f6748d7a-f304-41f0-998d-e77d0917ce72,None,BlockFTP,31:3b:61:36:eb:56,CorpPolicy,Cloud,Unknown
2025-07-14 15:09:12,151.222.141.220,220.90.87.134,443,28485,HTTPS,ALLOW,NonPublicAPI,230499,180138,410637,275,user_4,53c38387-dcb9-4375-896f-f02cc4ef4405,CA,f6748d7a-f304-41f0-998d-e77d0917ce72,None,CustomRule1,76:a5:6d:46:0c:ca,VPNPolicy,External,ThreatDetected
2025-07-14 10:39:07,192.168.115.69,87.248.162.127,53,29970,UDP,ALLOW,HTTPS,1281,6374,7655,827,user_4,f78600b1-c50c-47f6-90c3-447c29aca5b7,CA,f6748d7a-f304-41f0-998d-e77d0917ce72,None,CustomRule2,2d:e4:e3:94:e5:10,IoTPolicy,Cloud,ThreatDetected
2025-07-14 10:40:07,172.20.100.117,54.196.196.232,40399,43927,TCP,ALLOW,DNS,4244,2524,6768,271,user_4,ee87d7d5-200f-46f3-9224-4ab6ceaa9e46,AU,f6748d7a-f304-41f0-998d-e77d0917ce72,None,AllowWeb,04:29:99:e1:20:1b,DefaultPolicy,Cloud,Unknown
2025-07-14 13:12:30,192.168.11.99,136.253.28.65,80,58315,HTTPS,ALLOW,HTTP,3281,4636,7917,206,user_4,69ae2809-66b2-4f20-aeca-1e42ea4ea13f,UK,b25f28e3-00c1-4dd7-ba01-1a02c2292813,None,AllowWeb,14:ee:88:7d:c5:c6,CorpPolicy,Cloud,UserRequest
2025-07-14 13:14:30,192.168.217.49,158.252.178.190,80,443,UDP,ALLOW,SSH,10201,7706,17907,649,user_4,bb0bc8fa-0099-4d01-83a1-5c545d1d009a,FR,b25f28e3-00c1-4dd7-ba01-1a02c2292813,None,AllowDNS,85:d8:4a:8c:6c:30,VPNPolicy,DMZ,UserRequest
2025-07-14 13:16:30,172.29.159.125,93.80.88.28,21595,22,HTTPS,ALLOW,FTP,437,2213,2650,621,user_4,555718d0-dbd0-4fb0-b0ae-896cd03b48a5,CA,b25f28e3-00c1-4dd7-ba01-1a02c2292813,None,AllowDNS,58:07:83:e6:f4:6b,DefaultPolicy,DMZ,UserRequest
