geoip_id,user_id,session_id,timestamp,ip_address,latitude,longitude,city,country,isp,action,application
71761ff1-666f-4d2c-a90e-6123a22c4ecd,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 12:36:00,134.143.201.3,21.210621339808565,-75.13913733145864,Phoenix,IN,ISP_D,ALLOW,HTTP
4ea91f7c-658c-44a5-8a5c-7ea67716ee60,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 12:38:00,200.72.77.26,33.448692,-112.079797,Phoenix,IN,ISP_A,ALLOW,HTTPS
22e72244-3954-4b8a-8234-22ef03b5c9ea,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 11:07:13,110.195.124.92,33.449784,-112.067895,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
d77507a2-ccba-42ba-8dd0-d988680ecf05,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 12:39:00,189.124.129.125,33.449179,-112.082209,Phoenix,FR,ISP_C,ALLOW,HTTPS
d2047c2d-db53-4eb7-8d35-d8d484d00899,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:39:58,214.144.118.201,33.451943,-112.081541,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
df36cc3d-67c8-4c74-8265-9bcb212d06c0,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:49:58,197.200.242.3,33.444016,-112.08241,Phoenix,UK,ISP_B,ALLOW,FTP
65a457b9-7295-418b-b3e1-a9b45f638264,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:52:58,167.116.90.251,33.451087,-112.068654,Phoenix,US,ISP_B,ALLOW,SMTP
51baac3d-774a-4882-8465-797354145fa1,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:54:58,144.107.81.219,33.449316,-112.073221,Phoenix,IN,ISP_C,ALLOW,FTP
d2e7c4d5-5964-42cd-b8ce-38b368588970,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:41:04,223.200.62.207,37.00379120430199,-75.04847332564857,New York,US,ISP_A,ALLOW,HTTPS
71c0bdca-3286-4b1e-8dfc-0e78629bc67a,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:42:04,43.237.46.217,40.7184,-74.01253,New York,US,ISP_C,ALLOW,HTTP
00623b11-c481-44f8-8d46-432cb5f64580,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:45:04,156.154.50.146,40.708186,-74.004316,New York,US,ISP_B,ALLOW,HTTPS
8dc62cab-4c50-4023-8c77-2e56fee1e1c3,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 14:41:23,177.67.57.187,40.719868,-74.004833,New York,RU,SuspiciousISP,DENY,GeoLookup
6a657348-30c9-4bb2-82ca-91d0b3cf0c17,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:29:36,130.54.32.117,46.31124604353096,-58.70818996484936,New York,UK,ISP_A,ALLOW,HTTP
790fc5f3-7ce3-4c2d-bf4d-014e6251cc13,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:33:36,185.9.87.85,40.703543,-74.006839,New York,AU,ISP_B,ALLOW,HTTPS
66786e02-3933-4fde-a720-10f31794cea4,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:33:36,32.128.83.182,40.718613,-74.011104,New York,FR,ISP_D,ALLOW,DNS
78c882ad-0544-4b51-9e9e-581ddf3881f1,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 22:09:55,196.196.150.210,40.722043,-74.002611,New York,RU,SuspiciousISP,DENY,GeoLookup
e0174f7b-4b69-41e0-a747-f8522530beb5,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 02:34:29,123.251.62.232,48.850676,2.342685,Paris,RU,SuspiciousISP,DENY,GeoLookup
f327b22d-d44a-4a5b-a4cf-2ad8176b44bf,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 10:55:58,81.183.235.25,48.865039,2.351376,Paris,UK,ISP_D,DENY,HTTP
83097d9b-e524-45de-ba5d-be0f38b288df,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 10:58:58,121.41.58.21,37.59113756575323,1.595841456184615,Paris,FR,ISP_D,ALLOW,HTTP
e94e71c5-1dcd-4b0e-a679-05f25e4cfe11,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 10:57:58,140.53.218.132,48.860214,2.346811,Paris,AU,ISP_A,ALLOW,DNS
8d683099-4d22-4c63-b2c5-d3213b00e7ad,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:46:07,189.159.116.125,34.05355,-118.243639,Los Angeles,CA,ISP_A,ALLOW,SMTP
0f76f884-3afa-4df6-8c4d-9830e057b305,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:49:07,70.212.31.137,29.72008685240433,-101.18039173916767,Los Angeles,IN,ISP_A,ALLOW,CustomApp
9b7c4f02-3020-4543-95e0-9eb5b015bb46,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:52:07,102.11.190.39,34.053656,-118.24976,Los Angeles,US,ISP_A,ALLOW,HTTP
e7ac7e8f-1a54-45cb-9205-769d12216a8a,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 03:29:54,186.152.38.224,34.056864,-118.247094,Los Angeles,RU,SuspiciousISP,DENY,GeoLookup
f91b99fb-3602-45b9-9937-934e308c9c40,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:46:45,56.17.127.60,60.8549123766494,3.437944517014982,Paris,DE,ISP_B,ALLOW,HTTPS
d80c53a5-718e-4cb2-972e-28eccaf885bc,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 12:39:07,180.210.49.183,48.849648,2.343594,Paris,RU,SuspiciousISP,DENY,GeoLookup
44e5f336-ca99-4528-9d56-54f2c584e2b9,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:48:45,178.176.242.139,48.855197,2.348567,Paris,FR,ISP_B,ALLOW,HTTP
76544cde-b468-4d92-a859-ccdb66844c29,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:49:45,217.105.151.123,48.856436,2.358378,Paris,CA,ISP_A,ALLOW,CustomApp
0edc0a77-6fc7-4ce1-8f2e-ab2611513fec,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 05:23:18,37.129.11.10,48.847883,2.343989,Paris,RU,SuspiciousISP,DENY,GeoLookup
d24a9aad-0d92-43bb-9c8d-c184a57379f4,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:22:01,93.253.115.16,71.44534203650016,2.9157273834175785,Paris,AU,ISP_D,ALLOW,HTTPS
7a6bae6c-ca4d-4d6c-9df9-6c1cabf30266,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:22:01,110.74.150.61,48.865751,2.350956,Paris,IN,ISP_C,ALLOW,HTTPS
7d3d79f6-a135-4b5e-8949-4bd772b85235,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:24:01,165.161.125.203,48.856094,2.361918,Paris,US,ISP_D,ALLOW,DNS
b75a139f-9dd4-40a6-bd2f-781fa1eef86c,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:21:05,167.53.74.27,17.83773903951853,-153.2031741883771,Phoenix,UK,ISP_A,ALLOW,SSH
24748e8f-3f28-46af-b1c9-7e4914da3af4,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 02:36:12,57.102.240.161,33.452216,-112.07665,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
bad15300-30f9-4e45-9b02-920263c0270d,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:23:05,220.243.160.151,33.445288,-112.083268,Phoenix,FR,ISP_B,DENY,SSH
e8cf12be-621a-44d5-8171-adec7a9b0e63,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:27:05,11.37.242.188,33.448152,-112.08166,Phoenix,CA,ISP_D,ALLOW,HTTPS
ea4ec4ef-30a9-4b2d-babe-44a3f53476a4,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 05:54:18,209.145.142.102,33.450426,-112.069358,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
929bfb80-a7d5-43ac-89f5-8920edd179b7,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:13:57,96.70.216.111,33.454668,-112.072154,Phoenix,DE,ISP_D,ALLOW,DNS
6d29ad0f-953e-45a9-aaba-d18763ee46fd,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:16:57,84.48.184.187,33.439146,-112.078022,Phoenix,DE,ISP_B,ALLOW,SMTP
b9135f67-8192-4884-8377-3b30e1c42d03,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:22:57,153.105.116.131,35.28683587747986,-62.620359509075904,Phoenix,UK,ISP_C,ALLOW,CustomApp
4806f116-cb30-497e-9260-667348a4555d,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:15:31,92.136.244.127,33.441633,-112.079581,Phoenix,CA,ISP_D,ALLOW,SSH
256d878d-1073-4213-92d2-29d5f34761ad,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:17:31,96.0.156.207,33.29223696652708,-122.56567166051478,Phoenix,UK,ISP_C,ALLOW,SSH
e1f97cab-a372-44de-902c-ad91c01a2be6,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 13:52:29,134.248.112.88,33.458064,-112.06422,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
73f9cc51-2a94-4ab6-ad83-164c78369c5c,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:24:31,220.242.183.4,33.455212,-112.079485,Phoenix,DE,ISP_B,ALLOW,HTTPS
ea7fa118-0d81-415e-946d-755adc3e63e1,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:42:59,158.230.84.136,29.753087,-95.368232,Houston,CA,ISP_C,ALLOW,SSH
aaf78bc2-2c6a-4db1-a268-0331daa31bd3,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:46:59,71.166.211.16,29.76572,-95.360026,Houston,IN,ISP_A,ALLOW,CustomApp
ef703215-4f78-4818-8f00-675dc34730aa,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:46:59,223.36.8.20,23.172077153789456,-117.01083607805948,Houston,UK,ISP_C,ALLOW,HTTP
cab2cfd8-faa3-4595-9836-d66649464fb5,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 23:26:23,43.179.149.32,29.756074,-95.374778,Houston,RU,SuspiciousISP,DENY,GeoLookup
c35b83f2-fcb0-4950-a1ce-7926607c9c2b,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:10:41,142.119.148.200,35.37877040610046,-114.80026414138615,Los Angeles,CA,ISP_A,ALLOW,HTTP
0e359066-7a22-4367-b2b2-7a4d66aa6e14,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:12:41,42.159.182.191,34.052132,-118.242476,Los Angeles,DE,ISP_B,DENY,DNS
9cf4b90d-6183-475f-846a-cd7e4d4eecaa,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 04:28:19,41.156.238.88,34.052444,-118.233735,Los Angeles,RU,SuspiciousISP,DENY,GeoLookup
bdfa7628-aae4-4057-bf12-a608966e91ad,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:13:41,113.237.121.65,34.045144,-118.243355,Los Angeles,AU,ISP_C,ALLOW,FTP
e1a9eaca-9c23-46c1-8402-53aaf9ef41cb,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:37:07,54.41.92.193,13.76541151094944,81.54610470782278,Mumbai,CA,ISP_C,ALLOW,SSH
82dd676f-0584-4209-bf9d-a3361e37c000,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 02:32:20,89.221.179.96,19.074372,72.87557,Mumbai,RU,SuspiciousISP,DENY,GeoLookup
b9b40b64-0241-4e59-b367-f77f144869cf,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:45:07,213.132.199.27,19.078705,72.886793,Mumbai,AU,ISP_C,ALLOW,FTP
751038c1-a8d8-400f-b7ee-5b20d62cad47,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:43:07,189.197.5.195,19.068385,72.886987,Mumbai,AU,ISP_C,ALLOW,DNS
8759200c-fe3e-46f7-93e8-1c814e2b5076,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:12:30,166.245.200.216,31.236058505488078,-76.74124493147767,Houston,CA,ISP_D,ALLOW,DNS
9faebf3b-1a01-453c-9324-65cbe8ce4993,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:15:30,213.74.45.11,29.766448,-95.377202,Houston,AU,ISP_C,ALLOW,HTTP
00e601a2-760e-4331-94b3-9dc5fd5fbcc7,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:18:30,93.231.205.126,29.766879,-95.369795,Houston,US,ISP_B,ALLOW,HTTPS
ee05f555-f242-46e9-b9aa-4c32d1ed609a,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 01:20:50,104.238.158.205,29.761389,-95.363091,Houston,RU,SuspiciousISP,DENY,GeoLookup
7f48d709-40c4-4ca9-8d12-ce117aedc2fb,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:04:07,108.46.16.23,18.559862237799052,-141.16016340879042,Houston,US,ISP_D,ALLOW,HTTPS
a27bde07-50d0-4b18-9d7c-6944c1a6bc49,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 02:06:02,171.61.110.152,29.754542,-95.378854,Houston,RU,SuspiciousISP,DENY,GeoLookup
d09be621-145b-4fba-8595-b9e9c8bf2078,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:08:07,143.36.141.241,29.765152,-95.367947,Houston,CA,ISP_A,ALLOW,SSH
9848e778-c2da-4fb6-9cea-93aedd7150bd,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:07:07,23.188.2.247,29.766049,-95.366171,Houston,IN,ISP_A,ALLOW,HTTPS
762dd30f-785c-4c4c-a1b0-3fbed732f9d8,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:32:12,156.134.29.46,40.704105,-74.012762,New York,DE,ISP_C,ALLOW,CustomApp
cc2054ac-26a1-4b61-b836-604060583020,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:36:12,15.128.82.41,22.922262880049182,-59.990672641041975,New York,FR,ISP_A,ALLOW,HTTP
718cad21-f6ac-451e-8c3e-d00181da8e95,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:38:12,141.85.87.23,40.716073,-74.00728,New York,UK,ISP_B,ALLOW,HTTP
71a7d308-fb1d-4ec5-b780-015534ea7d49,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 23:35:44,117.49.23.232,40.719435,-74.000685,New York,RU,SuspiciousISP,DENY,GeoLookup
f71f3b21-af90-4403-816e-0eb9ffe7fa9a,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 09:56:28,175.50.201.221,15.644942323915291,53.00344951365727,Mumbai,US,ISP_A,ALLOW,FTP
c4a308c0-fada-4be6-88e0-692cdee97f9d,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 09:57:28,74.124.203.148,19.076469,72.886183,Mumbai,AU,ISP_A,ALLOW,HTTP
c040afc6-9157-42e5-be75-eca13337fbd7,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 10:02:28,198.184.203.100,19.083697,72.872733,Mumbai,DE,ISP_B,ALLOW,HTTP
1fabf933-a5b8-457a-b129-4fa8ba82e487,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 00:53:47,26.223.207.111,19.076396,72.868549,Mumbai,RU,SuspiciousISP,DENY,GeoLookup
4417c9a5-05ed-4604-895d-074a0f7690b3,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 08:00:09,141.57.253.162,33.439871,-112.06961,Phoenix,RU,SuspiciousISP,DENY,GeoLookup
5d573e5c-fb0a-4158-b886-23b00088725f,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 14:59:58,170.144.147.182,33.447741,-112.064391,Phoenix,IN,ISP_D,ALLOW,HTTP
64fafda5-afa4-471d-afc2-822e266ee2c0,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:03:58,155.69.214.134,22.517258456437908,-127.2533561290665,Phoenix,AU,ISP_A,ALLOW,HTTP
7df5c7ca-0ef4-4a45-b726-b5e92ea94e25,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:03:58,138.225.230.119,33.445451,-112.065397,Phoenix,US,ISP_C,ALLOW,DNS
cf64f31b-f875-4162-907c-6c10cdda73da,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:28:04,130.23.62.52,47.36755779046841,3.006497674181631,Paris,US,ISP_D,ALLOW,HTTPS
ce3e24f3-3655-44bc-a9f4-8e039afb3eef,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 22:20:31,58.148.104.232,48.859362,2.342599,Paris,RU,SuspiciousISP,DENY,GeoLookup
738981d0-a191-435a-acb9-dbf5994b7250,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:30:04,80.206.46.29,48.847156,2.356648,Paris,IN,ISP_A,ALLOW,HTTPS
37c783f3-3a3e-4a23-b01b-9578ac27a9b5,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:40:04,167.121.212.140,48.862585,2.347982,Paris,FR,ISP_A,ALLOW,HTTP
7dc45d4a-2a6e-4465-9655-1b222d5ffa23,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:06:53,178.59.147.50,19.217304347496256,91.85066554843897,Bangalore,DE,ISP_C,ALLOW,CustomApp
224ae16e-bd90-4c19-ac5b-44406e4b58b0,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:09:53,15.233.158.57,12.97521,77.593666,Bangalore,US,ISP_A,ALLOW,HTTP
80c0f36a-2d85-48ae-8853-bb795544c543,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 03:58:13,114.212.231.116,12.965209,77.588377,Bangalore,RU,SuspiciousISP,DENY,GeoLookup
0068d79b-d0e0-4cb0-8d65-a5aa6153b8ca,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:09:53,78.7.87.7,12.980094,77.591492,Bangalore,IN,ISP_A,DENY,HTTPS
d5ef0448-c954-4ee6-959d-ce8c58fec3fd,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 11:58:15,197.94.190.240,12.961938,77.592328,Bangalore,CA,ISP_A,ALLOW,SMTP
c162d497-6228-48b0-9c1c-72d5161d2c73,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 23:13:11,59.130.245.37,12.973883,77.592953,Bangalore,RU,SuspiciousISP,DENY,GeoLookup
20b7a734-7c18-43d7-bb37-d0319fac2cdb,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 12:06:15,62.225.6.231,17.53583027055313,98.42015957145789,Bangalore,IN,ISP_D,ALLOW,HTTPS
a8bfe63b-8ced-4b3d-bd60-2cb3e61873ec,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 12:01:15,148.91.7.1,12.980986,77.596986,Bangalore,UK,ISP_D,ALLOW,HTTP
344eee8a-01cb-43ff-a570-dc40f5efa41e,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 16:46:11,64.242.91.128,29.751733,-95.372028,Houston,RU,SuspiciousISP,DENY,GeoLookup
47f8adbf-de83-48b4-880c-5935e616e30c,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 10:57:41,11.202.189.81,29.753534,-95.371258,Houston,US,ISP_A,ALLOW,HTTPS
234582d3-4beb-46e3-b4c2-335ed3dc3d74,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 10:58:41,188.127.15.96,29.7554,-95.369359,Houston,IN,ISP_A,DENY,SMTP
7255cf3a-6ecb-4a1e-9d09-a0d30112569d,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 11:06:41,218.228.205.147,29.756074,-95.376747,Houston,UK,ISP_C,DENY,HTTPS
d785b071-4685-427e-86b5-a8809d1a2ab8,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:54:14,69.83.131.159,51.512467,-0.13498,London,RU,SuspiciousISP,DENY,GeoLookup
a9b9e951-0ce5-4d8d-a668-d9ea13d919b9,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:07:39,101.78.57.45,76.06370727048946,-0.0932843126766198,London,UK,ISP_A,ALLOW,HTTP
4be24c6e-f230-44b0-b6fb-f2ed9de33d54,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:07:39,180.90.249.247,51.512755,-0.13556,London,IN,ISP_A,ALLOW,HTTPS
9d1df81a-51c0-48b9-9757-7e6386ce6ca1,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:17:39,159.145.234.201,51.514498,-0.131649,London,CA,ISP_C,ALLOW,HTTPS
