whoip_id,user_id,session_id,timestamp,ip_address,organization,asn,action,application
a191e8a2-2d14-4afc-a48c-0c43547e1582,user_1,e674145a-48da-4dae-a0f5-bd3fe6d08a31,2025-07-14 12:12:50,22.130.220.22,OrgC,AS11853,ALLOW,DNS
be219cd1-be4c-4528-abb0-d1289ecac0eb,user_1,e674145a-48da-4dae-a0f5-bd3fe6d08a31,2025-07-14 12:20:50,142.41.104.42,OrgC,AS51219,ALLOW,HTTPS
3d125d9c-bdab-4def-9dd2-bc5093cd3cde,user_1,6cd20dcb-161b-44a5-858b-d40592f168c6,2025-07-14 11:38:24,178.54.169.83,OrgD,AS41651,ALLOW,DNS
f30dfc2c-d425-492a-896a-f4b5c88596d8,user_1,6cd20dcb-161b-44a5-858b-d40592f168c6,2025-07-14 11:42:24,202.25.13.102,OrgA,AS86063,ALLOW,HTTPS
e2554dc7-4dca-4680-ae88-677fe39b3e1c,user_1,6cd20dcb-161b-44a5-858b-d40592f168c6,2025-07-14 11:42:24,77.11.119.176,OrgB,AS61921,ALLOW,HTTPS
79e1598f-61c7-47ce-a284-ce507c3efc39,user_1,6cd20dcb-161b-44a5-858b-d40592f168c6,2025-07-14 13:31:57,154.153.225.28,MaliciousOrg,AS99999,DENY,WHOIS
2c15665e-be22-4364-b83b-cc470ed97712,user_1,c6a456db-33a0-4e07-8fc2-2c1dba917f10,2025-07-14 14:07:33,65.35.31.44,OrgA,AS34028,ALLOW,FTP
8fc0af82-a95e-4051-8789-fcd281c9f411,user_1,c6a456db-33a0-4e07-8fc2-2c1dba917f10,2025-07-14 02:01:07,161.148.167.238,MaliciousOrg,AS99999,DENY,WHOIS
1c4100f3-4c23-49a2-ba63-b08480effb20,user_1,c6a456db-33a0-4e07-8fc2-2c1dba917f10,2025-07-14 14:15:33,104.241.82.97,OrgB,AS16807,ALLOW,HTTP
cc62cdcd-3ad5-4487-a8a3-0a9b74441472,user_1,c6a456db-33a0-4e07-8fc2-2c1dba917f10,2025-07-14 14:19:33,178.6.40.65,OrgD,AS37127,ALLOW,HTTPS
61a6ccff-08f3-4b2d-b51a-670a62e182d5,user_1,56f43425-8ab2-4610-b10d-8fe5f6e3b349,2025-07-14 08:35:49,131.46.107.148,OrgB,AS64579,ALLOW,DNS
76e5fe47-4900-4a1c-928a-4dba33dcf6e2,user_1,56f43425-8ab2-4610-b10d-8fe5f6e3b349,2025-07-14 15:31:46,187.153.91.82,MaliciousOrg,AS99999,DENY,WHOIS
d3417e48-d34b-4a91-9282-2eede6932c3d,user_1,56f43425-8ab2-4610-b10d-8fe5f6e3b349,2025-07-14 08:43:49,48.233.48.203,OrgB,AS44756,ALLOW,HTTP
e6215d9e-08d3-4f1f-a32b-7613064dc30e,user_1,56f43425-8ab2-4610-b10d-8fe5f6e3b349,2025-07-14 08:41:49,15.153.62.112,OrgB,AS43611,ALLOW,HTTP
069eac78-735e-4a4e-9098-b1b81eee254c,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 12:36:00,144.71.100.123,OrgB,AS73666,ALLOW,DNS
30ba2bb0-1379-4cdb-92ec-318dc728d3d1,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 12:39:00,220.11.71.165,OrgC,AS35349,ALLOW,HTTP
39c31c7d-f9a5-4f2e-b319-ee5b68d6aeef,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 13:44:40,72.21.124.16,MaliciousOrg,AS99999,DENY,WHOIS
45664c30-307a-47b6-bb58-6526bb4ae224,user_2,fab01a56-6ab8-4d5c-a365-4aafe9f259c1,2025-07-14 12:45:00,97.173.109.184,OrgA,AS89096,ALLOW,HTTPS
90737464-59f1-4a01-bb13-fa2546f0fa11,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 04:49:54,29.12.72.45,MaliciousOrg,AS99999,DENY,WHOIS
3cf58ce4-2104-4273-ad78-c57bbf042c3d,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:52:58,144.205.139.233,OrgD,AS53321,ALLOW,SSH
895a6a68-cc75-48a2-a9ec-cb679340322a,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 08:54:58,129.255.127.70,OrgB,AS67247,ALLOW,FTP
5a58edfa-71a9-4d9e-b83e-e432da405103,user_2,182c2007-86dc-45ff-beb9-32fc295253a2,2025-07-14 09:00:58,184.234.116.52,OrgC,AS55865,ALLOW,HTTP
ad1e244e-f72a-401a-9922-a729c90478bc,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:41:04,43.200.126.227,OrgD,AS90816,ALLOW,HTTP
03489d03-34e8-4e69-86d9-fdfebd2db69c,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:43:04,53.108.47.170,OrgA,AS49370,ALLOW,HTTP
300a93c3-121f-4985-99c6-46a55f31bc20,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:49:04,182.55.233.49,OrgD,AS31010,ALLOW,SSH
845cc442-4e98-4d09-82bc-8c1782e14bef,user_2,b959ed3f-95bb-48be-94bc-3102addcb373,2025-07-14 18:52:17,158.212.250.140,MaliciousOrg,AS99999,DENY,WHOIS
f70284c0-9967-4fa9-95fa-748b2a399d7e,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:29:36,171.60.23.72,OrgB,AS54027,ALLOW,SSH
714c0a01-1174-4156-acbc-a46f16c5923d,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:32:36,110.44.197.214,OrgD,AS93805,ALLOW,HTTPS
2dea0170-f022-479f-ade5-18c3a862a1b4,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 15:37:36,208.131.5.206,OrgA,AS11772,ALLOW,HTTPS
ee4ec9af-b701-426b-9de3-14c942f85e59,user_2,83029ec8-9699-45e8-a6e1-011c4362fc44,2025-07-14 05:47:28,39.112.20.254,MaliciousOrg,AS99999,DENY,WHOIS
9a160841-a46c-4e1b-b401-9ad939a53a6c,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 05:31:14,146.120.15.173,MaliciousOrg,AS99999,DENY,WHOIS
da772a7f-e6d0-4540-80e5-e95969b86cce,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 10:56:58,29.164.66.213,OrgB,AS20681,ALLOW,FTP
6a017692-739c-4137-a7dc-73e3fa3b6435,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 11:02:58,221.212.203.193,OrgC,AS24074,ALLOW,SMTP
f8deff97-72a9-43aa-9d7c-84f54ca00d82,user_2,e5c7569e-3016-4f53-a791-e51002dbb617,2025-07-14 10:57:58,30.186.105.179,OrgC,AS57955,ALLOW,CustomApp
98673c57-d39d-43b3-913a-9da2afd8c2c6,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:46:07,51.150.104.107,OrgC,AS80155,ALLOW,HTTP
ecaf403b-0a3d-41d6-9a66-d88aaf3be6d0,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:48:07,39.147.11.180,OrgD,AS52993,ALLOW,FTP
9e889f91-4dc1-4c48-b25e-78947666eaf0,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 16:52:07,183.105.93.45,OrgA,AS20731,ALLOW,HTTPS
21cc4b95-2c5b-482c-90c5-530a36d15170,user_2,2d177c6b-ad76-4fb1-92f1-51472112e1de,2025-07-14 02:38:37,198.168.16.193,MaliciousOrg,AS99999,DENY,WHOIS
e1eccf33-8e75-416d-a5bd-20be8cd7958e,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:46:45,35.111.8.113,OrgA,AS52406,ALLOW,SSH
8ae95587-e01d-46ca-930d-cd824ddb487e,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 02:00:36,41.20.87.70,MaliciousOrg,AS99999,DENY,WHOIS
31e2a235-1a70-4840-bb2c-1dde9732b145,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:54:45,212.0.4.80,OrgD,AS92192,ALLOW,HTTP
0ca3fbaa-3959-464a-bccd-d612f7175047,user_3,afddd989-07c3-4c8a-b7b2-071ccf79535e,2025-07-14 08:49:45,15.202.100.163,OrgC,AS14176,DENY,HTTPS
005fa603-bd4b-482c-a7cf-b2b7a3d37431,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 14:48:09,163.76.251.2,MaliciousOrg,AS99999,DENY,WHOIS
a9f324f4-dcff-45db-87d0-4bcabc9728e0,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:22:01,127.148.90.25,OrgC,AS58828,ALLOW,SMTP
4b7ece0e-efe2-4f88-be24-253ccc68c58a,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:24:01,188.58.219.138,OrgC,AS32039,DENY,FTP
da9976c7-4ef4-47f5-9d42-acc4b91f0da8,user_3,9f211bff-aa17-4af0-886f-0fb92a88a1cd,2025-07-14 13:24:01,88.73.141.188,OrgA,AS33739,ALLOW,CustomApp
42f15f9b-df86-4523-a4ff-a77f88628ce1,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:21:05,168.236.115.169,OrgB,AS43471,ALLOW,HTTP
a8037b2b-0781-45d0-8803-ffaf3f37add2,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 15:49:20,15.227.103.243,MaliciousOrg,AS99999,DENY,WHOIS
1efcd8d6-0e50-4df1-be03-72e613248450,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:23:05,160.49.223.174,OrgD,AS55304,ALLOW,HTTP
b8a53079-9754-4c2d-b5fd-1867bc86b312,user_3,2d5ba570-4976-4110-8aed-3db56ef364e4,2025-07-14 11:33:05,64.68.244.58,OrgD,AS89892,ALLOW,SMTP
0f281f4a-f907-4120-874f-4679e88ccfb5,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 16:06:29,148.43.223.193,MaliciousOrg,AS99999,DENY,WHOIS
a894be8e-f853-4905-9ec6-f70d50f04230,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:13:57,195.190.60.23,OrgD,AS77566,ALLOW,HTTP
092de0a5-a403-4109-b320-bc64e96dc520,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:12:57,216.165.254.137,OrgB,AS76753,ALLOW,HTTPS
ecede6a0-72f7-4f47-9791-3d9ef8939e1b,user_3,9e2529d6-19e7-46d5-9b61-e694a004c623,2025-07-14 14:22:57,64.176.71.177,OrgC,AS74617,ALLOW,SMTP
2d4d1628-5139-4bed-b4d2-5833e94e9a64,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:15:31,151.26.208.251,OrgA,AS39445,ALLOW,HTTP
f8fd1633-e396-4ce0-805d-002ee72a45ea,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:17:31,142.215.73.186,OrgC,AS23049,ALLOW,CustomApp
34aa7441-0a49-489f-b093-094addb7bdc6,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 05:52:10,55.96.122.122,MaliciousOrg,AS99999,DENY,WHOIS
228718d8-fae9-45e5-adf7-1b74b685f7bf,user_3,b675c102-29c8-471b-a0d1-26c27d071658,2025-07-14 18:27:31,135.0.112.129,OrgD,AS17055,ALLOW,HTTPS
eb98ba5a-ffc3-45b4-89c1-1cc963408c93,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:42:59,144.171.116.230,OrgB,AS56691,ALLOW,DNS
4ebfe46c-16ef-4349-a199-5e80ef182359,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:45:59,154.202.161.93,OrgA,AS22819,ALLOW,HTTPS
15011d68-5d5e-4c68-8794-b3331abd6aa6,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 13:46:59,64.151.4.206,OrgC,AS71577,ALLOW,HTTPS
fb201234-92de-4397-a35e-f2c11e2b12e2,user_3,df622799-48fd-448e-b228-6311d370e25b,2025-07-14 16:50:36,201.131.190.4,MaliciousOrg,AS99999,DENY,WHOIS
ea4e8f69-3ce1-4b73-b069-7fba40da028c,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:10:41,31.154.132.178,OrgC,AS70284,ALLOW,HTTPS
b5ffe45e-4073-48ef-a0d1-97eda26ce847,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:12:41,62.17.97.14,OrgB,AS13349,ALLOW,HTTPS
789b361f-c8af-4102-b0b6-75f3dec00ced,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 17:55:58,188.141.80.145,MaliciousOrg,AS99999,DENY,WHOIS
3801e732-ec22-466b-979d-78490467008c,user_4,c65e599c-a2e8-41c0-9d60-2eb1ec614ce6,2025-07-14 15:22:41,81.180.50.13,OrgA,AS76634,ALLOW,FTP
b614dbe1-5a23-4b5c-a6cf-718b93e8bc20,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:37:07,186.1.195.148,OrgC,AS60850,ALLOW,HTTP
424fbb11-4655-46af-b037-75d0ba67cfd9,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 05:43:53,185.136.123.24,MaliciousOrg,AS99999,DENY,WHOIS
706fca4b-10e3-4e52-8d4c-9194475df6a2,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:45:07,217.191.223.127,OrgB,AS74128,ALLOW,SMTP
0d638828-d02b-45c1-96b6-99a650d84bfa,user_4,f6748d7a-f304-41f0-998d-e77d0917ce72,2025-07-14 10:49:07,85.168.239.142,OrgB,AS77489,DENY,HTTPS
c77a730b-211e-4c29-afbd-1aee6cc9bf74,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:12:30,192.239.240.187,OrgB,AS76352,ALLOW,SSH
5c2983e4-fe95-490c-ac85-2a1a41570ae1,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:13:30,82.220.220.4,OrgB,AS97372,ALLOW,SSH
145dd232-e4b7-487c-9d5d-2613677d3d7b,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 13:16:30,81.163.47.45,OrgB,AS81197,ALLOW,DNS
08ab9a3a-6a12-4412-af59-18ff475660dc,user_4,b25f28e3-00c1-4dd7-ba01-1a02c2292813,2025-07-14 00:07:04,181.129.10.192,MaliciousOrg,AS99999,DENY,WHOIS
02e2164e-a4ec-436d-b0f4-503474e36314,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:04:07,82.88.196.82,OrgB,AS42458,ALLOW,HTTPS
a718bd97-b8c8-4e2f-9276-13298bc3edee,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 04:43:59,132.190.31.42,MaliciousOrg,AS99999,DENY,WHOIS
eb8312f9-4655-44cd-acd9-bfef93a5559c,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:10:07,45.190.180.178,OrgA,AS15448,ALLOW,HTTP
b562e65a-7b35-4006-8af2-8e40ff49e68b,user_4,ab1a1549-07c4-4176-b341-d4df1dd1a5d8,2025-07-14 11:10:07,88.40.141.12,OrgD,AS73082,ALLOW,SSH
3da17469-8808-4148-8b8c-92f332404116,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:32:12,196.111.93.26,OrgB,AS58116,ALLOW,SSH
1cdaee7e-94b8-46b6-a629-8cb274258917,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:36:12,99.73.38.140,OrgD,AS13331,ALLOW,SSH
089dfc78-e497-4a8e-89b0-0cbf8133e76b,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 13:36:12,219.243.209.49,OrgC,AS18634,ALLOW,HTTPS
36cfb279-7f2a-4bc8-a297-2b60ec8c0f2b,user_4,e64ca018-9ca0-4028-8403-66bedcfcb441,2025-07-14 18:05:14,76.98.101.27,MaliciousOrg,AS99999,DENY,WHOIS
6387fcc1-9622-48cd-844c-e3c6236eae2c,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 09:56:28,85.127.213.51,OrgD,AS31224,ALLOW,HTTP
b9bc1696-3b54-4629-9e49-923d7c3369e0,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 09:59:28,162.58.110.106,OrgB,AS97428,ALLOW,HTTPS
020cae1d-671e-439f-9427-caca710276c3,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 10:04:28,43.253.211.231,OrgC,AS63380,ALLOW,SSH
970c33ee-00d7-4f67-8e07-742a08b6c4a9,user_4,936cdc57-22bc-4a7b-9e3f-101abba0fb2e,2025-07-14 17:10:41,190.178.27.96,MaliciousOrg,AS99999,DENY,WHOIS
16a656c6-fa2c-4a7f-bbbe-c389ab0a798b,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 04:36:02,105.41.224.79,MaliciousOrg,AS99999,DENY,WHOIS
313579a4-cfa7-4ee7-92fb-cdbd09553f2d,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:00:58,144.63.183.166,OrgD,AS32839,ALLOW,HTTPS
fe194f18-11a2-4aff-a7c4-31dd373b931f,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:01:58,110.187.115.107,OrgC,AS36210,ALLOW,HTTP
48995f44-29c2-4d7c-8314-176c012adf5e,user_5,18d57de4-6029-43fe-b035-84f3cf9f48e5,2025-07-14 15:03:58,87.190.130.207,OrgA,AS34070,ALLOW,FTP
eac3d537-888f-459d-b755-10f8e12cf06d,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:28:04,199.97.23.230,OrgA,AS25280,ALLOW,HTTP
8a311303-a10b-4437-9678-46f67345630c,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 04:37:01,56.189.13.22,MaliciousOrg,AS99999,DENY,WHOIS
120e37ab-a6d0-4844-a533-d49069000d94,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:36:04,85.243.209.240,OrgA,AS90623,ALLOW,DNS
4e48cc1f-72d5-4691-b505-b986479e6c1f,user_5,4a9097ac-a389-471d-8371-2988d35c632c,2025-07-14 11:40:04,198.0.96.68,OrgA,AS61497,ALLOW,FTP
80df3ab3-555e-4f39-8bf4-fc3843a11b40,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:06:53,76.46.44.126,OrgB,AS96668,ALLOW,HTTPS
9ee7b91b-f78b-4cce-a668-df3fcb5abfb3,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:10:53,97.27.190.21,OrgD,AS34970,ALLOW,SMTP
87fd46fd-c580-4b08-9af9-1e20542fbb3a,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 05:57:27,16.161.141.219,MaliciousOrg,AS99999,DENY,WHOIS
0766edd7-0bf4-4c12-b7aa-a82e53e28028,user_5,f466280c-0832-4bd3-840f-a6dce8cc344f,2025-07-14 11:09:53,100.220.104.143,OrgB,AS92652,ALLOW,FTP
89ed89b6-e107-42bf-8473-d0fe8f408a3d,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 11:58:15,43.132.153.170,OrgD,AS47493,ALLOW,DNS
22e1e628-0c70-4a49-a41b-942f7e524f3b,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 00:31:34,72.173.232.42,MaliciousOrg,AS99999,DENY,WHOIS
c46fb69f-c816-4934-8461-51483369b857,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 12:04:15,92.148.82.2,OrgB,AS66422,ALLOW,SSH
8da9d805-0c61-4b8b-817d-c3be5b6fd022,user_5,1c95066b-fd39-4761-86af-7915914bc020,2025-07-14 12:04:15,30.84.13.14,OrgB,AS99375,ALLOW,FTP
c19800e3-c34e-4a32-9b8f-5069d24fb2b9,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 13:51:11,17.124.191.240,MaliciousOrg,AS99999,DENY,WHOIS
0c5db7fd-0f96-4296-9cb2-e8305cd9ae40,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 10:57:41,37.137.113.9,OrgA,AS96279,ALLOW,SSH
9ef7345c-6298-4a70-a057-b22ce38368e9,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 11:02:41,130.33.7.231,OrgD,AS90840,ALLOW,CustomApp
9adbabf9-cefe-429a-901c-8149e7d94707,user_5,57e825d5-481b-4909-9245-a1ec902716d2,2025-07-14 11:03:41,114.148.189.75,OrgC,AS92425,ALLOW,SSH
67ce6ef3-1362-4033-9efa-108baa2d56a2,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 09:06:47,31.222.66.247,MaliciousOrg,AS99999,DENY,WHOIS
38222818-722e-45ab-b2df-dbf4be6d8138,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:06:39,210.137.62.193,OrgD,AS94191,ALLOW,HTTPS
3ca50dad-c8ec-4360-bc0d-fb9825908a2d,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:09:39,53.229.210.7,OrgC,AS48719,ALLOW,FTP
c24c2650-c18b-4d6f-b44e-5f0cd77d8579,user_5,34e724b1-23c1-41bb-aca4-5170e1f25608,2025-07-14 08:11:39,101.224.191.194,OrgB,AS62390,ALLOW,DNS
e0b55c58-b8f5-4dea-a109-b2f5baee7209,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 09:07:06,55.98.171.201,OrgB,AS72096,ALLOW,SSH
a4e24c7f-4bfe-4c56-adb1-e3464c8af542,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 09:09:06,121.184.13.112,OrgA,AS87536,ALLOW,HTTPS
0b136fbf-7427-4bb5-8eeb-cf32e64ad910,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 18:39:20,108.181.87.35,MaliciousOrg,AS99999,DENY,WHOIS
dd70126e-16e6-425f-98e1-5ace83b0f430,user_6,3959b9b3-2039-4243-b7c8-2b4cdfe60888,2025-07-14 09:10:06,190.175.130.163,OrgC,AS49513,ALLOW,HTTPS
a4f644aa-398f-486b-aca9-fcbaf43de83c,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 10:49:02,31.62.96.22,OrgA,AS59416,ALLOW,HTTPS
ede8fba5-efa7-4d21-8a22-0635b5a3561c,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 10:52:02,199.43.25.163,OrgC,AS80202,ALLOW,HTTPS
2148d32e-b255-40ef-8d1f-a24e2f5dec52,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 10:55:02,57.206.210.251,OrgB,AS30696,ALLOW,HTTP
7f5b9f92-007d-4eb1-8878-e169859dafa2,user_6,75660ec5-a13f-4b13-937e-52a33c96cb1c,2025-07-14 09:22:01,180.131.197.181,MaliciousOrg,AS99999,DENY,WHOIS
ec3f86b9-1826-471a-9d95-1dcbb94a8816,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 11:28:19,85.145.126.231,OrgD,AS98754,ALLOW,FTP
ac46796f-aa57-4760-b332-e22c6865993c,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 17:33:50,210.95.77.129,MaliciousOrg,AS99999,DENY,WHOIS
9075be7c-0a71-45e1-80cf-9cf01412d42f,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 11:32:19,99.242.155.7,OrgC,AS77280,ALLOW,DNS
c32f9790-207c-4821-ab3f-bc57af1c394b,user_6,c257139f-a5ce-4305-8b20-0fb80ba25182,2025-07-14 11:31:19,202.170.9.232,OrgA,AS18550,ALLOW,FTP
2db2c350-07e5-4649-bee8-6170e1c43681,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 18:01:18,18.61.41.63,OrgA,AS57011,DENY,HTTPS
31228745-752f-4298-9dbe-60b38290908a,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 18:03:18,182.143.35.71,OrgC,AS40905,ALLOW,FTP
23c95410-58f1-41d8-8cb3-5a18f4bfa3de,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 12:45:13,100.22.128.168,MaliciousOrg,AS99999,DENY,WHOIS
00cdcc81-1745-44d9-99bb-509d50756815,user_6,4a3b508f-f3c4-47f4-8ce6-37b03fc3f582,2025-07-14 18:07:18,83.88.46.98,OrgC,AS44501,ALLOW,HTTPS
ab85ebdd-fda1-480c-b735-39a467924047,user_6,75f9d96d-dffe-4c6a-921f-0de4887a43b2,2025-07-14 12:07:20,21.139.31.244,OrgC,AS49838,ALLOW,HTTP
d984ab6f-03d2-4712-baa8-1f991c11c422,user_6,75f9d96d-dffe-4c6a-921f-0de4887a43b2,2025-07-14 17:39:44,14.153.250.240,MaliciousOrg,AS99999,DENY,WHOIS
b82e54c5-af8d-4741-b575-7197802f0407,user_6,75f9d96d-dffe-4c6a-921f-0de4887a43b2,2025-07-14 12:09:20,74.154.0.3,OrgD,AS91399,ALLOW,HTTPS
